Contexts, Issue Width, ALUs, MULs, LSUs, Banks, Cycles, Decode Stalls, NOPs, Memory Ops
1,1,1,1,1,1,576722,16706,148292,0
1,2,1,1,1,1,494766,16542,99140,0
1,2,1,1,2,1,511152,158,99140,16386
1,2,1,1,2,2,507052,158,99140,14336
1,2,1,2,1,1,494766,32926,99140,0
1,2,1,2,2,1,511152,16542,99140,16386
1,2,1,2,2,2,507052,16542,99140,14336
1,2,2,1,1,1,511100,98525,131972,0
1,2,2,1,2,1,560254,114909,131972,16386
1,2,2,1,2,2,556154,114909,131972,14336
1,2,2,2,1,1,494716,98525,131972,0
1,2,2,2,2,1,543870,114909,131972,16386
1,2,2,2,2,2,539770,114909,131972,14336
1,4,2,1,1,1,510750,82128,181124,0
1,4,2,1,2,1,543472,65744,181124,32770
1,4,2,1,2,2,535277,65745,181124,28672
1,4,2,2,1,1,494366,82128,181124,0
1,4,2,2,2,1,527088,65744,181124,32770
1,4,2,2,2,2,518893,65745,181124,28672
1,4,3,1,1,1,428958,16720,181188,0
1,4,3,1,2,1,478064,16720,181188,32770
1,4,3,1,2,2,469869,16721,181188,28672
1,4,3,2,1,1,412574,16720,181188,0
1,4,3,2,2,1,461680,16720,181188,32770
1,4,3,2,2,2,453485,16721,181188,28672
1,4,4,1,1,1,428958,16720,181188,0
1,4,4,1,2,1,478064,16720,181188,32770
1,4,4,1,2,2,469869,16721,181188,28672
1,4,4,2,1,1,412574,16720,181188,0
1,4,4,2,2,1,461680,16720,181188,32770
1,4,4,2,2,2,453485,16721,181188,28672
1,1,1,1,1,1,560274,16706,131844,0
1,2,1,1,1,1,503167,41442,99090,0
1,2,1,1,2,1,527634,33072,99091,16450
1,2,1,1,2,2,523534,33073,99091,14400
1,2,1,2,1,1,499208,53866,99090,0
1,2,1,2,2,1,515209,37032,99091,16450
1,2,1,2,2,2,511110,37032,99091,14400
1,2,2,1,1,1,465692,69680,115473,0
1,2,2,1,2,1,498576,69728,115474,16450
1,2,2,1,2,2,494477,69729,115474,14400
1,2,2,2,1,1,461869,82241,115473,0
1,2,2,2,2,1,486015,73551,115474,16450
1,2,2,2,2,2,481916,73552,115474,14400
1,4,3,1,1,1,490462,94850,164753,0
1,4,3,1,2,1,497683,36581,181074,32834
1,4,3,1,2,2,489488,36582,181074,28736
1,4,3,2,1,1,486639,107411,164753,0
1,4,3,2,2,1,485259,40541,181074,32834
1,4,3,2,2,2,477063,40542,181074,28736
1,4,4,1,1,1,490462,94850,164753,0
1,4,4,1,2,1,497683,36581,181074,32834
1,4,4,1,2,2,489488,36582,181074,28736
1,4,4,2,1,1,486639,107411,164753,0
1,4,4,2,2,1,485259,40541,181074,32834
1,4,4,2,2,2,477063,40542,181074,28736
2,1,1,1,1,1,280151,16707,131848,4
2,1,1,1,1,2,280148,16708,131848,1
2,2,1,1,1,1,251596,41442,99093,3
2,2,1,1,1,2,251594,41442,99093,1
2,2,1,1,2,1,263829,33073,99095,16458
2,2,1,1,2,2,261780,33073,99095,14404
2,2,1,1,2,4,259865,33074,99095,12489
2,2,1,2,1,1,249616,53866,99093,3
2,2,1,2,1,2,249614,53867,99093,1
2,2,1,2,2,1,257617,37032,99095,16458
2,2,1,2,2,2,255567,37033,99095,14404
2,2,1,2,2,4,253653,37034,99095,12489
2,2,2,1,1,1,232861,69680,115476,5
2,2,2,1,1,2,232857,69681,115476,2
2,2,2,1,2,1,249302,69728,115478,16459
2,2,2,1,2,2,247251,69730,115478,14404
2,2,2,1,2,4,245337,69730,115478,12490
2,2,2,2,1,1,230949,82241,115476,5
2,2,2,2,1,2,230946,82242,115476,2
2,2,2,2,2,1,243021,73551,115478,16459
2,2,2,2,2,2,240970,73553,115478,14404
2,2,2,2,2,4,239057,73553,115478,12490
2,4,3,1,1,1,245245,94849,164756,6
2,4,3,1,1,2,245240,94849,164756,2
2,4,3,1,2,1,248853,36582,181077,32842
2,4,3,1,2,2,244755,36583,181077,28740
2,4,3,1,2,4,240929,36584,181077,24915
2,4,3,2,1,1,243334,107410,164756,6
2,4,3,2,1,2,243329,107410,164756,2
2,4,3,2,2,1,242641,40542,181077,32842
2,4,3,2,2,2,238543,40543,181077,28740
2,4,3,2,2,4,234717,40543,181077,24915
2,4,4,1,1,1,245245,94849,164756,6
2,4,4,1,1,2,245240,94849,164756,2
2,4,4,1,2,1,248853,36582,181077,32842
2,4,4,1,2,2,244755,36583,181077,28740
2,4,4,1,2,4,240929,36584,181077,24915
2,4,4,2,1,1,243334,107410,164756,6
2,4,4,2,1,2,243329,107410,164756,2
2,4,4,2,2,1,242641,40542,181077,32842
2,4,4,2,2,2,238543,40543,181077,28740
2,4,4,2,2,4,234717,40543,181077,24915
4,1,1,1,1,1,140107,16708,131856,41
4,1,1,1,1,2,140099,16712,131856,22
4,1,1,1,1,4,140093,16712,131856,10
4,2,1,1,1,1,127979,41288,99099,4518
4,2,1,1,1,2,125814,41442,99099,19
4,2,1,1,1,4,125813,41441,99099,14
4,2,1,1,2,1,131991,33049,99103,16764
4,2,1,1,2,2,130910,33074,99103,14432
4,2,1,1,2,4,129946,33077,99103,12499
4,2,1,1,2,8,129058,33077,99103,10723
4,2,1,2,1,1,126943,53712,99099,4161
4,2,1,2,1,2,124824,53866,99099,19
4,2,1,2,1,4,124823,53866,99099,14
4,2,1,2,2,1,128885,37008,99103,16764
4,2,1,2,2,2,127804,37034,99103,14432
