Contexts, Issue Width, ALUs, MULs, LSUs, Banks, Cycles, Decode Stalls, NOPs, Memory Ops
1,1,1,1,1,1,2921369,164291,968133,0
1,2,1,1,1,1,2643160,98562,870149,0
1,2,1,1,2,1,2921498,213186,853829,147330
1,2,1,1,2,2,2757590,245890,853829,49024
1,2,1,2,1,1,2643160,98562,870149,0
1,2,1,2,2,1,2921498,213186,853829,147330
1,2,1,2,2,2,2757590,245890,853829,49024
1,2,2,1,1,1,2610456,114882,870149,0
1,2,2,1,2,1,2790618,98690,870149,163650
1,2,2,1,2,2,2594134,131458,870149,49024
1,2,2,2,1,1,2610456,114882,870149,0
1,2,2,2,2,1,2790618,98690,870149,163650
1,2,2,2,2,2,2594134,131458,870149,49024
1,4,2,1,1,1,2495637,65729,853765,0
1,4,2,1,2,1,2708313,82050,870085,180100
1,4,2,1,2,2,2478994,82114,870085,65408
1,4,2,2,1,1,2495637,65729,853765,0
1,4,2,2,2,1,2708313,82050,870085,180100
1,4,2,2,2,2,2478994,82114,870085,65408
1,4,3,1,1,1,2544725,98433,902853,0
1,4,3,1,2,1,2823065,196674,886469,180164
1,4,3,1,2,2,2626322,229442,886469,65408
1,4,3,2,1,1,2544725,98433,902853,0
1,4,3,2,2,1,2823065,196674,886469,180164
1,4,3,2,2,2,2626322,229442,886469,65408
1,4,4,1,1,1,2544725,98433,902853,0
1,4,4,1,2,1,2823065,196674,886469,180164
1,4,4,1,2,2,2626322,229442,886469,65408
1,4,4,2,1,1,2544725,98433,902853,0
1,4,4,2,2,1,2823065,196674,886469,180164
1,4,4,2,2,2,2626322,229442,886469,65408
2,1,1,1,1,1,1528456,164285,968114,51672
2,1,1,1,1,2,1496991,164288,968118,23473
2,2,1,1,1,1,1425790,94230,870148,76123
2,2,1,1,1,2,1367622,98256,870142,28313
2,2,1,1,2,1,1499878,205425,853834,250370
2,2,1,1,2,2,1418806,237765,853832,94087
2,2,1,1,2,4,1383554,259563,853832,45453
2,2,1,2,1,1,1425790,94230,870148,76123
2,2,1,2,1,2,1367622,98256,870142,28313
2,2,1,2,2,1,1499878,205425,853834,250370
2,2,1,2,2,2,1418806,237765,853832,94087
2,2,1,2,2,4,1383554,259563,853832,45453
2,2,2,1,1,1,1423437,113709,870148,98409
2,2,2,1,1,2,1356178,114822,870142,38509
2,2,2,1,2,1,1454933,93173,870145,269524
2,2,2,1,2,2,1328748,123802,870145,89177
2,2,2,1,2,4,1302459,143722,870151,49414
2,2,2,2,1,1,1423437,113709,870148,98409
2,2,2,2,1,2,1356178,114822,870142,38509
2,2,2,2,2,1,1454933,93173,870145,269524
2,2,2,2,2,2,1328748,123802,870145,89177
2,2,2,2,2,4,1302459,143722,870151,49414
2,4,2,1,1,1,1351398,64968,853767,83834
2,4,2,1,1,2,1304973,65281,853761,37965
2,4,2,1,2,1,1429813,82044,870074,309410
2,4,2,1,2,2,1284634,82116,870090,133666
2,4,2,1,2,4,1237879,82111,870086,59596
2,4,2,2,1,1,1351398,64968,853767,83834
2,4,2,2,1,2,1304973,65281,853761,37965
2,4,2,2,2,1,1429813,82044,870074,309410
2,4,2,2,2,2,1284634,82116,870090,133666
2,4,2,2,2,4,1237879,82111,870086,59596
2,4,3,1,1,1,1379745,95238,902850,89108
2,4,3,1,1,2,1303529,97512,902842,18098
2,4,3,1,2,1,1486987,196670,886462,320395
2,4,3,1,2,2,1348915,226227,886470,106211
2,4,3,1,2,4,1297360,229411,886474,49709
2,4,3,2,1,1,1379745,95238,902850,89108
2,4,3,2,1,2,1303529,97512,902842,18098
2,4,3,2,2,1,1486987,196670,886462,320395
2,4,3,2,2,2,1348915,226227,886470,106211
2,4,3,2,2,4,1297360,229411,886474,49709
2,4,4,1,1,1,1379745,95238,902850,89108
2,4,4,1,1,2,1303529,97512,902842,18098
2,4,4,1,2,1,1486987,196670,886462,320395
2,4,4,1,2,2,1348915,226227,886470,106211
2,4,4,1,2,4,1297360,229411,886474,49709
2,4,4,2,1,1,1379745,95238,902850,89108
2,4,4,2,1,2,1303529,97512,902842,18098
2,4,4,2,2,1,1486987,196670,886462,320395
2,4,4,2,2,2,1348915,226227,886470,106211
